"","gp_id","nearest_town","distance","Town_Type","fin_year","arrears_sum_vg","current_demand_sum_vg","total_demand_sum_vg","total_demand_collection_sum_vg","total_balance_sum_vg","compliance_sum_vg","record_count_vg","pct_compliance_g"
"253",1525005022,251978,16.0382225763006,"CMC","2022-2023",2224934.16,637955.23,2862889.39,514481.71,2348407.68,251,2600,9.65384615384615
"254",1525005022,251978,16.0382225763006,"CMC","2023-2024",2348407.68,887906.700000001,3236314.38,493850.66,2742364.75,297,2600,11.4230769230769
"255",1525005022,251978,16.0382225763006,"CMC","2024-2025",2742364.75,1168863.93,3911228.68,699462.19,3210826.18,350,2600,13.4615384615385
"256",1525010021,251976,11.2467999649095,"TP","2022-2023",1022235.35,450137.8,1472373.15,230066.03,1241900.74,219,3145,6.96343402225755
"257",1525010021,251976,11.2467999649095,"TP","2023-2024",1119321.35,1786234.06,2905555.41000001,183304.32,2722250.92000001,251,3145,7.98092209856916
"258",1525010021,251976,11.2467999649095,"TP","2024-2025",2696656.14000001,1864399.51,4561055.65,649594.9,3911461.16,503,3145,15.9936406995231
"259",1526002031,251953,18.6034459723695,"TMC","2022-2023",274825.33,1338355.15,1613180.48,1066218.68,546961.9,841,2377,35.3807320151451
"260",1526002031,251953,18.6034459723695,"TMC","2023-2024",546961.9,1545210.68,2092172.58000001,1167820.59,921906.87,1027,2377,43.2057214976862
"261",1526002031,251953,18.6034459723695,"TMC","2024-2025",921906.87,1996819.21,2918726.08,2119051.46,793898.59,1545,2377,64.9978965082036
"262",1526002063,251954,9.83976517676805,"TP","2022-2023",-52714.14,661625.33,608911.19,514645.51,94239.88,733,1142,64.1856392294221
"263",1526002063,251954,9.83976517676805,"TP","2023-2024",94239.88,765876.550000001,860116.430000001,684703.57,171424.34,884,1142,77.4080560420315
"264",1526002063,251954,9.83976517676805,"TP","2024-2025",171424.34,1162047.52,1333471.86,1324698.82,140.86,1080,1142,94.5709281961471
"265",1526003043,251955,5.30383497799287,"CMC","2022-2023",1745113.01,4858445.71,6603558.72,3929278.33,2673942.75,2051,5761,35.6014580801944
"266",1526003043,251955,5.30383497799287,"CMC","2023-2024",2673942.75,8066608.30999996,10740551.06,7187209.37,3553144.41999999,2740,5761,47.5611872938726
"267",1526003043,251955,5.30383497799287,"CMC","2024-2025",3553144.41999999,8560309.05999997,12113453.48,9481260.52,2598281.63,3672,5761,63.7389342128103
"268",1527003018,251899,6.55821915363512,"CMC","2022-2023",769615.83,476817.93,1246433.76,538086.3,708347.61,477,863,55.2723059096176
"269",1527003018,251899,6.55821915363512,"CMC","2023-2024",708347.61,515470.99,1223818.6,951053.72,272704.64,492,863,57.0104287369641
"270",1527003018,251899,6.55821915363512,"CMC","2024-2025",272704.64,647718.08,920422.72,767386.46,151872.51,492,863,57.0104287369641
"271",1527009006,251905,15.7003876234246,"CMC","2022-2023",103774.16,384649.19,488423.35,261656.59,226767.98,479,1000,47.9
"272",1527009006,251905,15.7003876234246,"CMC","2023-2024",226767.98,439238.37,666006.35,583367.57,82520.76,823,1000,82.3
"273",1527009006,251905,15.7003876234246,"CMC","2024-2025",82520.76,534309.33,616830.09,616693.74,21.22,955,1000,95.5
"274",1527011001,251903,9.27769004701906,"TP","2022-2023",82891,220585.72,303476.72,234090,69271.97,1122,1768,63.4615384615385
"275",1527011001,251903,9.27769004701906,"TP","2023-2024",69271.97,514338.5,583610.47,446279,136872.95,1009,1768,57.0701357466063
"276",1527011001,251903,9.27769004701906,"TP","2024-2025",136872.95,715516.029999999,852388.979999998,718949.72,132194.42,1476,1768,83.4841628959276
"277",1528002001,251979,7.33247800920954,"CMC","2022-2023",1038519.04,580628.26,1619147.3,182131.12,1437016.79,96,2877,3.33680917622523
"278",1528002001,251979,7.33247800920954,"CMC","2023-2024",1437016.79,1145442.95,2582459.74,289964.49,2291166.35,290,2877,10.0799443865137
"279",1528002001,251979,7.33247800920954,"CMC","2024-2025",2291166.35,1129580.44,3420746.79,966090.73,2453385.69,688,2877,23.9137990962808
"280",1528002006,251979,16.0620893422595,"CMC","2022-2023",3448138.36,1657142.98,5105281.34,609338,4495943.54,382,5590,6.83363148479428
"281",1528002006,251979,16.0620893422595,"CMC","2023-2024",4495943.54,2211332.26,6707275.8,1331784.32,5373958.51,763,5590,13.649373881932
"282",1528002006,251979,16.0620893422595,"CMC","2024-2025",5373958.51,1805156.06,7179114.57,1524876.11,5652514.5,881,5590,15.7602862254025
"283",1528002018,251979,8.47176148867647,"CMC","2022-2023",2037030.51,606903.35,2643933.86,327309.07,2316623.27,155,3388,4.57497048406139
"284",1528002018,251979,8.47176148867647,"CMC","2023-2024",2316623.27,2109344.15,4425967.42,663193.61,3760247.28,633,3388,18.6835891381346
"285",1528002018,251979,8.47176148867647,"CMC","2024-2025",3760247.28,2601151.22,6361398.5,2349793.07,4003662.59,1238,3388,36.5407319952774
"286",1529002012,251999,5.66437824377005,"CMC","2022-2023",2102477.4,1895962.26,3998439.66,1344699.58,2653740.08,535,3281,16.3060042669918
"287",1529002012,251999,5.66437824377005,"CMC","2023-2024",2653740.08,2691615.96,5345356.04,1971721.82,3373634.5,634,3281,19.3233770192015
"288",1529002012,251999,5.66437824377005,"CMC","2024-2025",3373634.5,2884026.09,6257660.59,2896433.44,3361227.56,819,3281,24.9619018591893
"289",1529002032,251999,12.7211990483423,"CMC","2022-2023",5378579.74,1325974.42,6704554.16,1098482.01,5606072.21,483,2118,22.8045325779037
"290",1529002032,251999,12.7211990483423,"CMC","2023-2024",5606072.21,1498133.13,7104205.34,1445546.4,5657998.27,590,2118,27.8564683663834
"291",1529002032,251999,12.7211990483423,"CMC","2024-2025",5658069.04,2183905.8,7841974.84,2083332.97,5757473.23,877,2118,41.4069877242682
"292",1529003016,251996,5.2722446424045,"TMC","2022-2023",1295799.96,1897702.77,3193502.73,1307546.35,1885955.12,883,2505,35.249500998004
"293",1529003016,251996,5.2722446424045,"TMC","2023-2024",1885955.12,2111250.82,3997205.94,1832210.51,2159867.96,1029,2505,41.0778443113772
"294",1529003016,251996,5.2722446424045,"TMC","2024-2025",2159867.96,2325693.34,4485561.3,2332442.14,2143551.07,1208,2505,48.2235528942116
"295",1529003021,251996,12.9921595126209,"TMC","2022-2023",-184457.32,1897766.1,1713308.78,896696.58,816612.2,558,2034,27.4336283185841
"296",1529003021,251996,12.9921595126209,"TMC","2023-2024",817196.2,1896618.67,2713814.87,1138699.07,1570968.18,589,2034,28.9577187807276
"297",1529003021,251996,12.9921595126209,"TMC","2024-2025",1570568.99,2390305.29,3960874.28,1659147.81,2296857.07,853,2034,41.937069813176
"298",1530008009,251863,20.4315988085283,"CMC","2022-2023",3215174.4,595925,3811099.4,66806,3744293.4,36,5165,0.696999031945789
"299",1530008009,251863,20.4315988085283,"CMC","2023-2024",3744293.4,1069172.04999999,4813465.45000002,368159,4445287.88000001,132,5165,2.55566311713456
"300",1530008009,251863,20.4315988085283,"CMC","2024-2025",4445287.88000001,2629803.66999997,7075091.54999992,1127727.32,5946760.16999992,640,5165,12.3910939012585
